,turbulence,turbulence_bin
2025-05-14 17:30:00+00:00,0.6474184731509852,low
2025-05-14 18:30:00+00:00,0.820691506060246,medium
2025-05-14 19:30:00+00:00,2.231555129903211,high
2025-05-15 13:30:00+00:00,4.459493251956126,high
2025-05-15 14:30:00+00:00,0.15587466080265075,low
2025-05-15 15:30:00+00:00,0.9376976038395236,medium
2025-05-15 16:30:00+00:00,1.8983862278812624,high
2025-05-15 17:30:00+00:00,0.42393460273103495,low
2025-05-15 18:30:00+00:00,1.03584972362628,medium
2025-05-15 19:30:00+00:00,0.08732476421256252,low
2025-05-16 13:30:00+00:00,0.37643834686912736,low
2025-05-16 14:30:00+00:00,0.28837277620255275,low
2025-05-16 15:30:00+00:00,0.09150655025078018,low
2025-05-16 16:30:00+00:00,1.7464451924039885,high
2025-05-16 17:30:00+00:00,0.2832405517269848,low
2025-05-16 18:30:00+00:00,0.25121157662033455,low
2025-05-16 19:30:00+00:00,0.48939433142747246,low
2025-05-19 13:30:00+00:00,0.1916042650857793,low
2025-05-19 14:30:00+00:00,1.226313997687401,medium
2025-05-19 15:30:00+00:00,0.5692008614961676,low
2025-05-19 16:30:00+00:00,0.6605764680025205,low
2025-05-19 17:30:00+00:00,0.7528514792103216,medium
2025-05-19 18:30:00+00:00,0.25456852648192446,low
2025-05-19 19:30:00+00:00,2.674089175186947,high
2025-05-20 13:30:00+00:00,14.308287565160926,high
2025-05-20 14:30:00+00:00,0.9724273930806931,medium
2025-05-20 15:30:00+00:00,0.3710941247001583,low
2025-05-20 16:30:00+00:00,0.1739532316608898,low
2025-05-20 17:30:00+00:00,0.6885245513916695,low
2025-05-20 18:30:00+00:00,0.2932747843398677,low
2025-05-20 19:30:00+00:00,1.9944936677014005,high
2025-05-21 13:30:00+00:00,0.33607939581224017,low
2025-05-21 14:30:00+00:00,5.431914345985793,high
2025-05-21 15:30:00+00:00,2.958381339891513,high
2025-05-21 16:30:00+00:00,1.3188167384365956,medium
2025-05-21 17:30:00+00:00,1.3519956916576101,medium
2025-05-21 18:30:00+00:00,1.9601712507462596,high
2025-05-21 19:30:00+00:00,0.944378847263135,medium
2025-05-22 13:30:00+00:00,0.06445519634382578,low
2025-05-22 14:30:00+00:00,0.5353609495429251,low
2025-05-22 15:30:00+00:00,1.2481303361635032,medium
2025-05-22 16:30:00+00:00,1.111312304368668,medium
2025-05-22 17:30:00+00:00,0.5983618747740286,low
2025-05-22 18:30:00+00:00,2.6144538413640244,high
2025-05-22 19:30:00+00:00,1.6581640217193498,high
2025-05-23 13:30:00+00:00,7.0549127523396455,high
2025-05-23 14:30:00+00:00,1.3696564543139906,medium
2025-05-23 15:30:00+00:00,0.8766418869922628,medium
2025-05-23 16:30:00+00:00,0.07209750292995201,low
2025-05-23 17:30:00+00:00,0.7512686667409617,medium
2025-05-23 18:30:00+00:00,0.4398583488451021,low
2025-05-23 19:30:00+00:00,0.43353269647114184,low
2025-05-27 13:30:00+00:00,8.03719131845891,high
2025-05-27 14:30:00+00:00,1.7036380328434515,high
2025-05-27 15:30:00+00:00,1.0886802053502689,medium
2025-05-27 16:30:00+00:00,0.8954228099037836,medium
2025-05-27 17:30:00+00:00,0.3962366736261235,low
2025-05-27 18:30:00+00:00,1.1620206394388095,medium
2025-05-27 19:30:00+00:00,1.1062063204822072,medium
2025-05-28 13:30:00+00:00,0.44183054951719364,low
2025-05-28 14:30:00+00:00,1.2824853883846876,medium
2025-05-28 15:30:00+00:00,3.1778408446112327,high
2025-05-28 16:30:00+00:00,3.1042721277453054,high
2025-05-28 17:30:00+00:00,1.9966148432481907,high
2025-05-28 18:30:00+00:00,1.4516498518496073,medium
